,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
614,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.26612067707956394,0.11306446361185984,0.43974992437229005,0.005903086790940068,1.0,1.0,0.0,0.2646672431340747,0.29641558814402985,0.14138117265832295,0.21959953598628135,0.7878666412253168,0.10008522863273964,1
305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.013062700964630225,0.2708051644204852,0.3459715639810427,0.007911867801702555,1.0,0.9723623371164355,1.0,0.4730974789803478,0.346354633679501,0.3682344377392162,0.8269531447016695,0.30743412949341536,0.7547887478323335,1
439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18381428202639552,0.2382393423180593,0.5678128466270042,0.008104630186410102,0.6262175324675325,1.0,1.0,0.4206850805542494,0.340737541216648,0.3104703313217649,0.7159933424118626,0.3907578730678991,0.3864456651770403,1
940,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.060204677791017465,0.4057497897574124,0.3683541473259334,0.1028710663459611,0.7382,0.5098,0.0,0.8605517885447794,0.7214124358433578,0.7283531409168081,0.1139116736378945,0.1665197553480026,1.0,0
1063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.054504234877250035,0.4726114932614555,0.382464106962664,0.12828888554820603,0.5401,0.3641,0.0,0.9024115426295409,0.7592884093707,0.7750848896434636,0.12157097072084307,0.16982571510027197,1.0,0
249,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8233520900321544,0.2339650781671159,0.6441464152465464,0.014621932899349023,0.6419439935064936,1.0,1.0,0.5155950987568105,0.4282125566238363,0.35961678446474277,0.6778130831694156,0.422156698390479,0.9487476910705349,1
652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0721056024706372,0.2968578221024259,0.09315989909182643,0.01821171577470435,1.0,0.2727,0.0,0.3301127780109039,0.4917512997256728,0.1120294925681546,0.025467241733415476,0.5136095876795465,0.15996728978441443,1
1073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057504467989759216,0.46457180592991915,0.37095598385469225,0.12848902585688513,0.5932,0.471,0.0,0.9007591245783602,0.7592884093707,0.7694821731748727,0.11532402629148783,0.16184829048066546,1.0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6871985530546624,0.10594342621040366,0.52939396995059,0.0038883806038426346,0.6618303571428571,1.0,1.0,0.37027162943654524,0.25829048662582316,0.27616408763237604,0.7352095627175065,0.4903338975209235,0.18838232758925133,1
94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.033963022508038586,0.31306282445174277,0.3582736714732278,0.0037740164684354977,0.49269480519480513,1.0,1.0,0.38226531328691105,0.25829048662582316,0.31521356282433605,0.8207999193019619,0.543378089783758,0.2645767252585177,1
436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6000466225018353,0.33074663072776284,0.52939396995059,0.005202595710563238,0.7233157467532467,1.0,1.0,0.34530477755470057,0.27829677372794354,0.27616408763237604,0.7352095627175065,0.46310726992769474,0.18838232758925133,1
33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9192122186495176,0.5633011971607161,0.11202984773621055,0.011665141811527904,0.14935064935064934,1.0,1.0,0.5541191593955992,0.3611253846109117,0.4994716697583769,0.9439652998436475,0.5754526960184118,1.0,1
1023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.39384291105121294,0.36114906155398585,0.1296898677089597,0.6914,0.5664,0.0,0.9128529088659876,0.7610314331985734,0.7666383701188455,0.11000054321255909,0.16982571510027197,1.0,0
259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5377813504823151,0.3631089164420485,0.9685388726429364,0.021231847771657486,0.7002840909090909,0.8832492643968054,1.0,0.5244704248060812,0.48159037071007677,0.3534177096296992,0.5156100267312251,0.3506710232628579,0.9894759119241344,1
204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.08460610932475884,0.26429199999999997,0.63335686195422,0.005007511266900349,1.0,1.0,0.0,0.3148008416286036,0.32038220736237066,0.19844083875361024,0.31643718162102186,0.37993594783535944,0.13934007715571803,1
945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.46304528301886794,0.4833353077699294,0.11207752054519943,0.6711,0.5401,0.0,0.8968301899568646,0.7340222261373279,0.7933786078098473,0.17632679667553913,0.1716224323569401,1.0,0
866,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.05560432035183673,0.5746849919137466,0.8123675580221998,0.11067653838444577,0.2504,0.4961,1.0,0.9775620572088267,0.7370059511646335,0.9691426146010188,0.5586397957520778,0.4579249395346476,1.0,0
453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.36872864952737777,0.4522578544474394,0.43974992437229005,0.045831078372419315,0.7843952922077921,0.5887978142076503,0.0,0.5617308026345509,0.5960674484773869,0.3398220114119332,0.21959953598628135,0.3751092675673253,0.9998947591192413,1
77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.568492425045026,0.30372088333165276,0.007090576395242452,0.351765422077922,0.9085750315258513,1.0,0.44417271142788234,0.33030907963332035,0.3811726583229624,0.8480859434105009,0.6433823408984336,0.8268787511520123,1
84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0107516077170418,0.37790020129250984,0.4692951497428658,0.00434583714547118,0.8155438311688312,1.0,1.0,0.3718707872832607,0.27574850419073355,0.30025594665038624,0.7652695818832905,0.5397157958858785,0.2572098636054118,1
493,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6327491634281853,0.4402492075471698,0.1895734597156398,0.014409049909801564,0.20738636363636362,0.9531315678856662,1.0,0.5845787703694977,0.42689941798981784,0.4765303965999013,0.9051798053159833,0.3900465728178731,1.0,1
82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.007134244372990354,0.2662358300667444,0.6441464152465464,0.005718206770356815,1.0,1.0,1.0,0.392799765602149,0.30553987663026755,0.2889379388076173,0.6778130831694156,0.47840190772460656,0.2809943026568679,1
717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3632282221544443,0.5142346846361185,0.7598304742684158,0.017711365003006616,0.689935064935065,0.8636,0.0,0.43777608004102064,0.45374079277059537,0.30025594665038624,0.3278947942813489,0.5046675273935043,0.7472114044177103,1
530,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4050314701887388,0.5586056172506739,0.7176565493596854,0.014909400681499298,0.6195211038961039,0.5592686002522068,0.0,0.4250627751596329,0.45374079277059537,0.2947613121375068,0.3586019064911484,0.514117659286708,0.7138500452172165,1
693,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2874223321783791,0.495814641509434,0.6920826538849647,0.008805121266786932,0.6448863636363636,0.6429,0.0,0.31923850465323894,0.3530413153896068,0.2240589851363092,0.29095274473425736,0.49613192439319137,0.1846988967626984,1
667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3018234511184231,0.3957765067385445,0.2772898688193744,0.012407646823010625,0.9466314935064936,0.8333,0.0,0.3117024733005924,0.4031783087053526,0.16413459506422146,0.06477136309069084,0.5395720468054985,0.1532318734158605,1
449,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6637515722574467,0.20933717520215633,0.27397398406776247,0.004502104630186409,0.49269480519480513,1.0,1.0,0.3921800919365467,0.25773138750224867,0.32824570878437076,0.8629646441720885,0.4732687020709245,0.2631033529278965,1
442,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4100318587095874,0.27477412398921836,0.24372290007058586,0.0030010523150932047,0.3235592532467532,1.0,1.0,0.3362695357207583,0.20592788875097254,0.30549228637847226,0.8780955263025169,0.4798736329640238,0.1644926476570366,1
827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05850454569392894,0.6127462964959568,0.8870202522704339,0.13209155141310885,0.3015,0.4435,0.0,0.9705051626875719,0.7641436406986989,0.941213921901528,0.3954587430061383,0.45406359532022034,1.0,0
350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8629421221864952,0.5936138760107817,0.6639104567913683,0.012607787131689717,0.6376826298701299,0.5796553173602353,0.0,0.3544399667540624,0.4031783087053526,0.25341066522647754,0.3317193725727543,0.3988870187824829,0.32656360402536555,1
628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5070393960140508,0.5276680862533693,0.2941413733992135,0.0215140308679094,0.9077719155844156,0.21185372005044137,0.0,0.38636315526911935,0.4818231822374063,0.2240589851363092,0.1467695566651536,0.7915755639575957,0.41749172500084364,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0742564308681672,0.6654306600275454,0.27780578804073813,0.016010978956999083,0.27729301948051943,0.8131567885666247,1.0,0.504003932250599,0.37992323818089885,0.43891328339634156,0.8610480657689009,0.5586227909811091,0.9997729852440409,1
310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.6262814663072775,0.24372290007058586,0.008112168252378567,0.5588474025974026,0.924968474148802,1.0,0.44655145872487156,0.346354633679501,0.40293986427783124,0.8780955263025169,0.4168727536759995,0.9195959671003874,1
560,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7273565142426412,0.7691640107816712,0.9023898356357769,0.022014381639607138,0.547077922077922,0.7444304329550232,0.0,0.42882079609941415,0.4868936136689138,0.3398220114119332,0.4510011600342967,0.5092909790186738,0.9763208018293026,1
104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8129019292604502,0.6259137620510647,0.515982656045175,0.009149130832570905,0.3976258116883116,1.0,1.0,0.38836210257751363,0.33030907963332035,0.32824570878437076,0.741917587128663,0.5808279983523962,0.5135766491334958,1
97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.3266235830066745,0.12604618332156903,0.001601097895699908,0.21083603896103897,0.966057166876839,1.0,0.3474236617015985,0.1554555886407346,0.3468429332895015,0.9369546577898825,0.4133666564090377,0.18838232758925133,1
1028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057504467989759216,0.4799388032345014,0.4041794349142281,0.12698797354179192,0.6028,0.5303,0.0,0.904351337733101,0.7575453855428268,0.7831494057724958,0.13335868325275677,0.16946637164893835,1.0,0
785,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.052904110550578476,0.6454138867924528,0.9911937840565086,0.15961084385648427,0.2194,0.3247,1.0,0.9902586382786828,0.7914386176214878,0.9991935483870967,0.46156771144548864,0.47758731073179717,1.0,0
314,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0023110932475884243,0.1526522911051213,0.52939396995059,0.0032048072108162243,0.8872767857142857,1.0,1.0,0.3653142401117274,0.2708375651601756,0.27616408763237604,0.7352095627175065,0.3247085641369059,0.18838232758925133,1
525,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.968575256488379,0.5276680862533693,0.17838055863668448,0.015709961916215674,0.9637784090909092,0.6059268600252207,0.0,0.32619484128645104,0.46561907619405707,0.16413459506422146,0.08886871437938167,0.508986136054377,0.20743092700656793,1
1074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.4193867277628033,0.36945492431886984,0.12678783323311285,0.6314,0.4604,0.0,0.9061234962227731,0.7575453855428268,0.7666383701188455,0.11450920745287631,0.1733472809233415,1.0,0
62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.376105305466238,0.2648585655260091,0.7983261066854896,0.0017154620311070447,1.0,1.0,0.0,0.18106688505673849,0.18856090961998737,0.14138117265832295,0.3989509255056236,0.561098866708981,0.0497989062888392,1
281,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.28858520900321544,0.4042232668463612,0.23273167288494503,0.005007511266900349,0.2870332792207792,1.0,1.0,0.46040416357204406,0.32038220736237066,0.3904477892314556,0.8835930801432391,0.18580178673895556,0.7847823988485502,1
808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.058604553464345906,0.5315352776280323,0.9831881331987891,0.12508664060934055,0.203,0.3309,1.0,0.9871311414478254,0.7556187120492542,0.956239388794567,0.46591341191808355,0.4614306336240619,1.0,0
266,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.15564710610932478,0.7176693045822103,0.3794494302712514,0.013319979969954933,0.40117694805194803,0.9685792349726775,1.0,0.4995835308165722,0.4480948967700533,0.42569328668372974,0.8102083018106622,0.3581904830488479,0.9997895182384827,1
976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057504467989759216,0.42997061994609165,0.39957618567103936,0.12478643014632192,0.7083,0.5313,0.0,0.9053282812465449,0.7502551111073121,0.7778013582342954,0.13085990548101473,0.1636450077373336,1.0,0
238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17885852090032153,0.2313191051212938,0.725017646465665,0.003405107661492238,0.7970779220779222,1.0,1.0,0.3301127780109039,0.2708375651601756,0.24453471716721067,0.6373631916074041,0.5006029545362125,0.1511270558006874,1
739,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.24081871116406986,0.2332527008086253,0.6664645711402624,0.005102525556223691,0.6618303571428571,1.0,1.0,0.33744891463271093,0.27829677372794354,0.25341066522647754,0.6407290188802793,0.6980903882398822,0.15996728978441443,0
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07857717041800644,0.03745069541778975,0.02127659574468085,0.06164226898444647,1.0,0.6497477931904161,0.0,0.38704279735397346,0.5758145869159936,0.07067884565712541,0.010288999848691166,0.5807689290959787,0.20879905845643043,1
1045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06330491867394361,0.45001895417789756,0.39837533804238145,0.1230852375225496,0.549,0.4497,0.0,0.9023875945418426,0.7531181050200285,0.7750848896434636,0.1302080504101255,0.16493864416213463,1.0,0
506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.01300101015420643,0.298282576819407,0.3393163255016638,0.006503507716977349,0.7101258116883118,0.8454182429592265,1.0,0.42590233302915853,0.31265515174983716,0.34339117571089767,0.8302819387703636,0.41682194651528337,0.4523264565319585,1
636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6031468633847613,0.39699772506738545,0.2630835938287789,0.004502104630186409,0.49269480519480513,0.9611181168558217,1.0,0.3726503767335345,0.25773138750224867,0.33226101862070584,0.8684117617390428,0.5976446315040563,0.2735222001230033,1
118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5609927652733119,0.46276088568704316,0.522335383684582,0.006633119853613906,0.5491071428571429,1.0,1.0,0.36947205051318754,0.2913958076050759,0.30025594665038624,0.7387401018812731,0.5403064884500526,0.2856249014102487,1
1003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057404460219342236,0.4624346738544475,0.3738580322906156,0.13119092002405291,0.6416,0.4187,0.0,0.9066743022398334,0.7627395965498891,0.7750848896434636,0.11689934271280349,0.16752591701173675,1.0,0
526,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09310723425820144,0.3639230619946091,0.7310678632651003,0.005903086790940068,0.572747564935065,1.0,1.0,0.3686524821167459,0.3273345826074883,0.27616408763237604,0.6343370151813185,0.3215585201725047,0.24858011138320207,1
250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.24045418006430871,0.3115124420485175,0.9611777755369567,0.017025538307461188,0.7540584415584416,0.9611181168558217,1.0,0.4943662783416631,0.4480948967700533,0.33226101862070584,0.5192414384425279,0.376684289549526,0.9057041708402449,1
1107,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0.01890146860880781,0.9012591266846361,0.18002121089808276,0.6223352375225497,0.9965,0.3094,0.0,1.0,1.0,0.9296689303904925,0.0,0.22768001076498587,1.0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3040594855305466,0.5131152345013477,0.33740042351517596,0.01271907861792689,0.25294237012987014,0.8686422866750736,1.0,0.5476382241103711,0.44175404234504356,0.43325427947495715,0.8312402279719574,0.41082670155077783,0.9998947591192413,1
994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06050470110226838,0.4078869218328841,0.35384390514631686,0.12848902585688513,0.6809,0.5391,0.0,0.9024707359298396,0.7547306986482705,0.7607809847198642,0.10603509153131617,0.1656573310648019,1.0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03114951768488746,0.4583112617862062,0.19330442674195825,0.004231473010064044,0.2484780844155844,1.0,1.0,0.37725029184672415,0.22652513048804948,0.36257543381783175,0.9033136631865638,0.5624619134673979,0.3254256526674234,1
915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06760525280187343,0.3702326900269542,0.37075584258324923,0.0964665764682301,0.7374,0.4537,0.0,0.8531221707213456,0.711253562536103,0.717402376910017,0.11521538377967297,0.16731031094093657,1.0,0
196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7135249196141479,0.3391933908355795,0.8879701522637895,0.0032048072108162243,1.0,1.0,1.0,0.2998687052348982,0.2708375651601756,0.2240589851363092,0.5558581731981642,0.447458664427121,0.13418327399854393,1
991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06050470110226838,0.49632348247978436,0.39957618567103936,0.12848902585688513,0.6272,0.4545,0.0,0.8986689582476142,0.7547306986482705,0.7831494057724958,0.13085990548101473,0.1640043511886672,1.0,0
370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.4582621778975741,0.11767671674901684,0.007604279414712366,0.3693181818181818,0.9907524169819252,1.0,0.5505966661267947,0.36445865050111326,0.481179702726184,0.9411408685126343,0.31891654781526496,0.9997895182384827,1
81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.016680064308681672,0.3371119822015044,0.4499344559846728,0.0050320219579139975,0.8308644480519481,1.0,1.0,0.39879660752733187,0.2913958076050759,0.31521356282433605,0.7749029101729964,0.5397748651422959,0.3330885386324022,1
389,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.08983118971061092,0.5819105336927224,0.5500655440153271,0.03912637803166967,0.6652800324675325,0.5402480033627575,0.0,0.5636697815236933,0.6008896769716877,0.3654401577946322,0.2747768194885762,0.393450652585855,1.0,1
988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.44269164420485174,0.3752590211907164,0.12678783323311285,0.6654,0.5417,0.0,0.8999859139153131,0.7529546718463029,0.7694821731748727,0.11765984029550765,0.165369856303735,1.0,0
602,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6440500414853032,0.24739847978436658,0.43974992437229005,0.0040017538584886745,0.5264813311688312,1.0,1.0,0.371071208359903,0.27829677372794354,0.2947613121375068,0.780047410097342,0.45782332521321534,0.21942838741305457,1
892,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06130476326560417,0.6252637843665768,0.8771132593340061,0.10637352174784524,0.2199,0.4033,1.0,0.9477690412546554,0.7309674600379437,0.9477928692699492,0.5234939431799663,0.45325068074876196,1.0,0
575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.31152420484886945,0.2685662641509434,1.0,0.008004560032070555,1.0,0.9191887347625053,0.5,0.3686524821167459,0.340737541216648,0.25341066522647754,0.4998234730418117,0.4575692894096346,0.21942838741305457,1
594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3808295897478315,0.42081148247978434,0.6121811031561963,0.007304068951693726,0.9275568181818181,0.7898276586801177,0.0,0.3206777467152828,0.3530413153896068,0.21206001831544838,0.30584556412972214,0.44750947158783716,0.16912324641041743,1
239,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6223874598070739,0.2463807978436658,0.775940304527579,0.006910365548322483,0.8209212662337663,1.0,1.0,0.419765564792388,0.3578899733679369,0.2947613121375068,0.6118928733545166,0.46915332205291643,0.3864456651770403,1
428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8235639893837688,0.24027470619946092,1.0,0.008104630186410102,0.921976461038961,1.0,0.5,0.3718707872832607,0.340737541216648,0.25341066522647754,0.4998234730418117,0.44344489873054527,0.21942838741305457,1
211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8734927652733119,0.4047321078167116,0.725017646465665,0.010215322984476716,0.7970779220779222,1.0,1.0,0.42882079609941415,0.37866791442164127,0.31521356282433605,0.6373631916074041,0.39319661678227424,0.5603036001903388,1
977,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.4161301455525606,0.3723569727547932,0.12378572860292643,0.645,0.4118,0.0,0.8989671368893574,0.7493670977063283,0.7637096774193548,0.11608452387419198,0.17011318986133886,1.0,0
881,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05840453792351197,0.34641893261455525,0.3373322502522704,0.10477239927841249,0.6192,0.4545,0.0,0.8715347018489861,0.7289072689476612,0.7211375212224109,0.09707208430658916,0.41702517515814796,1.0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.819935691318328,0.5648134770889488,1.0,0.015210430009149132,0.3235592532467532,0.48802017654476676,0.5,0.4136487860287015,0.3942307055901644,0.30549228637847226,0.4998234730418117,0.589452109789338,0.6394447425208474,1
948,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057404460219342236,0.3952676657681941,0.39957618567103936,0.11347850270595308,0.7346,0.5636,0.0,0.891587215506214,0.7360113761555318,0.7607809847198642,0.13085990548101473,0.16939450295867162,1.0,0
588,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3338259376518543,0.3885509649595687,0.908339215488555,0.007404139106033272,0.7825689935064934,1.0,0.0,0.3301127780109039,0.3273345826074883,0.23481344072134688,0.45397690018661424,0.3525508882093553,0.17627962630200597,1
227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6043006430868167,0.24261537466307279,1.0,0.013520280420630946,0.6529017857142858,1.0,0.5,0.49904381504330575,0.4480948967700533,0.32824570878437076,0.4998234730418117,0.3827811488354638,0.8903390022494814,1
1035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.5095533477088949,0.38376502522704337,0.1296898677089597,0.6887,0.5529,0.0,0.8978374578791709,0.7610314331985734,0.7778013582342954,0.12227714704763973,0.17004132117107215,1.0,0
634,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.39173043672328145,0.4649788787061994,0.2835534940002017,0.007404139106033272,0.49269480519480513,1.0,1.0,0.4347576696053452,0.3273345826074883,0.37095827365158385,0.8581731981641196,0.5750862521460863,0.6673335759218909,1
1015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057404460219342236,0.4361784797843666,0.38376502522704337,0.1296898677089597,0.7166,0.5313,0.0,0.9118710372703583,0.7610314331985734,0.7778013582342954,0.12227714704763973,0.1637168764276003,1.0,0
972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.057404460219342236,0.39231638814016173,0.38806806256306764,0.11497955502104629,0.6305,0.4485,0.0,0.8917363048270855,0.7380005261737355,0.7577674023769101,0.12461296105165948,0.1668072301090695,1.0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.31270096463022506,0.5050755471698113,0.03156196430372089,0.2968452679018528,0.9683441558441558,0.10771332492643969,0.0,0.6659759047673134,0.8810283754493928,0.28273886397257375,0.015433499773036749,0.4890934431361578,1.0,1
1081,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06040469333185142,0.4943898867924528,0.37736050454086784,0.13199148125876928,0.6228,0.425,0.0,0.9026270754188254,0.7635762479872683,0.7778013582342954,0.1188005866695638,0.17471278603840928,1.0,0
736,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8219638650570973,0.45978870080862533,0.5997174571140262,0.010106033273201044,0.9365868506493507,0.8182,0.0,0.33744891463271093,0.37509591923854163,0.2240589851363092,0.24058714394848846,0.8077322410653309,0.20743092700656793,0
135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27491961414791,0.348024155101176,0.3862055056972875,0.00434583714547118,0.4660105519480519,1.0,1.0,0.3921800919365467,0.27574850419073355,0.319745462230258,0.8068290714681999,0.5000212555733787,0.31214560336142977,1
601,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7322568949930729,0.45744803234501347,0.43117878390642334,0.00920540188414512,0.4276582792207792,0.9737284573350147,1.0,0.47599595257751953,0.3943848332157451,0.373611665531735,0.78433449336763,0.4260688497656224,0.9128605507318336,1
